NCESSCH,LEAID,NAME,OPSTFIPS,STREET,CITY,STATE,ZIP,STFIP,CNTY,NMCNTY,LOCALE,LAT,LON,CBSA,NMCBSA,CBSATYPE,CSA,NMCSA,NECTA,NMNECTA,CD,SLDL,SLDU,SCHOOLYEAR,,CONDITION
3.62601E+11,3626010,PLEASANT VALLEY ELEMENTARY SCHOOL,36,1097 FOREST RD,SCHENECTADY,NY,12303,36,36093,Schenectady County,13,42.7992,-73.9411,10580,"Albany-Schenectady-Troy, NY",1,104,"Albany-Schenectady, NY",N,N,3620,36111,36049,2021-2022,,
3.62601E+11,3626010,VAN CORLAER ELEMENTARY SCHOOL,36,2310 GUILDERLAND AVE,SCHENECTADY,NY,12306,36,36093,Schenectady County,13,42.7918,-73.9661,10580,"Albany-Schenectady-Troy, NY",1,104,"Albany-Schenectady, NY",N,N,3620,36111,36049,2021-2022,,
3.62601E+11,3626010,WOODLAWN ELEMENTARY SCHOOL,36,3311 WELLS AVE,SCHENECTADY,NY,12304,36,36093,Schenectady County,13,42.7701,-73.9043,10580,"Albany-Schenectady-Troy, NY",1,104,"Albany-Schenectady, NY",N,N,3620,36110,36049,2021-2022,,
3.62601E+11,3626010,YATES ELEMENTARY SCHOOL,36,725 SALINA ST,SCHENECTADY,NY,12308,36,36093,Schenectady County,13,42.8297,-73.9193,10580,"Albany-Schenectady-Troy, NY",1,104,"Albany-Schenectady, NY",N,N,3620,36110,36049,2021-2022,,
3.62601E+11,3626010,WILLIAM C KEANE ELEMENTARY SCHOOL,36,1252 ALBANY AVE,SCHENECTADY,NY,12304,36,36093,Schenectady County,13,42.7967,-73.9248,10580,"Albany-Schenectady-Troy, NY",1,104,"Albany-Schenectady, NY",N,N,3620,36111,36049,2021-2022,,
3.62601E+11,3626010,CENTRAL PARK MIDDLE SCHOOL,36,421 ELM ST,SCHENECTADY,NY,12304,36,36093,Schenectady County,13,42.8015,-73.9171,10580,"Albany-Schenectady-Troy, NY",1,104,"Albany-Schenectady, NY",N,N,3620,36111,36049,2021-2022,,
3.62601E+11,3626010,ONEIDA MIDDLE SCHOOL,36,1629 ONEIDA ST,SCHENECTADY,NY,12308,36,36093,Schenectady County,13,42.819604,-73.913854,10580,"Albany-Schenectady-Troy, NY",1,104,"Albany-Schenectady, NY",N,N,3620,36110,36049,2021-2022,,
3.62607E+11,3626070,CASTLETON ELEMENTARY SCHOOL,36,80 SCOTT AVE,CASTLETON,NY,12033,36,36083,Rensselaer County,21,42.5302,-73.7467,10580,"Albany-Schenectady-Troy, NY",1,104,"Albany-Schenectady, NY",N,N,3620,36107,36043,2021-2022,,
3.62607E+11,3626070,MAPLE HILL JUNIOR/SENIOR HIGH SCHOOL,36,1216 MAPLE HILL RD,CASTLETON,NY,12033,36,36083,Rensselaer County,41,42.5237,-73.7113,10580,"Albany-Schenectady-Troy, NY",1,104,"Albany-Schenectady, NY",N,N,3619,36107,36043,2021-2022,,
3.6261E+11,3626100,SCHOHARIE ELEMENTARY SCHOOL,36,136 ACADEMY DR,SCHOHARIE,NY,12157,36,36095,Schoharie County,42,42.6673,-74.307,10580,"Albany-Schenectady-Troy, NY",1,104,"Albany-Schenectady, NY",N,N,3619,36102,36051,2021-2022,,
3.6261E+11,3626100,SCHOHARIE HIGH SCHOOL,36,136 ACADEMY DR,SCHOHARIE,NY,12157,36,36095,Schoharie County,42,42.6672,-74.3084,10580,"Albany-Schenectady-Troy, NY",1,104,"Albany-Schenectady, NY",N,N,3619,36102,36051,2021-2022,,
3.62613E+11,3626130,SCHROON LAKE CENTRAL SCHOOL,36,1125 US RT 9,SCHROON LAKE,NY,12870,36,36031,Essex County,43,43.839222,-73.762038,N,N,0,N,N,N,N,3621,36114,36045,2021-2022,,
3.62616E+11,3626160,SCHUYLERVILLE ELEMENTARY SCHOOL,36,14 SPRING ST,SCHUYLERVILLE,NY,12871,36,36091,Saratoga County,41,43.1065,-73.5837,10580,"Albany-Schenectady-Troy, NY",1,104,"Albany-Schenectady, NY",N,N,3621,36113,36043,2021-2022,,
3.62616E+11,3626160,SCHUYLERVILLE HIGH SCHOOL,36,14 SPRING ST,SCHUYLERVILLE,NY,12871,36,36091,Saratoga County,41,43.1059,-73.5814,10580,"Albany-Schenectady-Troy, NY",1,104,"Albany-Schenectady, NY",N,N,3621,36113,36043,2021-2022,,
3.62616E+11,3626160,SCHUYLERVILLE MIDDLE SCHOOL,36,14 SPRING ST,SCHUYLERVILLE,NY,12871,36,36091,Saratoga County,41,43.1065,-73.5837,10580,"Albany-Schenectady-Troy, NY",1,104,"Albany-Schenectady, NY",N,N,3621,36113,36043,2021-2022,,
3.62619E+11,3626190,SCIO CENTRAL SCHOOL,36,3968 WASHINGTON ST,SCIO,NY,14880,36,36003,Allegany County,41,42.1721,-77.9764,N,N,0,N,N,N,N,3623,36148,36057,2021-2022,,
3.62631E+11,3626310,GLENDAAL SCHOOL,36,774 SACANDAGA RD,SCOTIA,NY,12302,36,36093,Schenectady County,41,42.8918,-73.9781,10580,"Albany-Schenectady-Troy, NY",1,104,"Albany-Schenectady, NY",N,N,3620,36112,36049,2021-2022,,
3.62631E+11,3626310,LINCOLN SCHOOL,36,40 ALBION ST,SCOTIA,NY,12302,36,36093,Schenectady County,21,42.8345,-73.9667,10580,"Albany-Schenectady-Troy, NY",1,104,"Albany-Schenectady, NY",N,N,3620,36112,36049,2021-2022,,
3.62631E+11,3626310,SACANDAGA SCHOOL,36,300 WREN ST,SCOTIA,NY,12302,36,36093,Schenectady County,21,42.8338,-73.9758,10580,"Albany-Schenectady-Troy, NY",1,104,"Albany-Schenectady, NY",N,N,3620,36112,36049,2021-2022,,
3.62631E+11,3626310,SCOTIA-GLENVILLE SENIOR HIGH SCHOOL,36,1 TARTAN WAY,SCOTIA,NY,12302,36,36093,Schenectady County,21,42.8362,-73.9737,10580,"Albany-Schenectady-Troy, NY",1,104,"Albany-Schenectady, NY",N,N,3620,36112,36049,2021-2022,,
3.62631E+11,3626310,SCOTIA-GLENVILLE MIDDLE SCHOOL,36,10 PRESTIGE PKWY,SCOTIA,NY,12302,36,36093,Schenectady County,21,42.8352,-73.979,10580,"Albany-Schenectady-Troy, NY",1,104,"Albany-Schenectady, NY",N,N,3620,36112,36049,2021-2022,,
3.62631E+11,3626310,GLEN-WORDEN ELEMENTARY SCHOOL,36,30 WORDEN RD,SCOTIA,NY,12302,36,36093,Schenectady County,21,42.8516,-73.9453,10580,"Albany-Schenectady-Troy, NY",1,104,"Albany-Schenectady, NY",N,N,3620,36112,36049,2021-2022,,
3.62637E+11,3626370,GLEN HEAD ELEMENTARY SCHOOL,36,7 SCHOOL ST,GLEN HEAD,NY,11545,36,36059,Nassau County,21,40.8326,-73.6242,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3603,36019,36005,2021-2022,,
3.62637E+11,3626370,GLENWOOD LANDING ELEMENTARY SCHOOL,36,60 CODY AVE,GLEN HEAD,NY,11545,36,36059,Nassau County,21,40.8285,-73.6364,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3603,36019,36005,2021-2022,,
3.62637E+11,3626370,NORTH SHORE MIDDLE SCHOOL,36,505 GLEN COVE AVE,GLEN HEAD,NY,11545,36,36059,Nassau County,21,40.8361,-73.6342,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3603,36013,36005,2021-2022,,
3.62637E+11,3626370,NORTH SHORE SENIOR HIGH SCHOOL,36,450 GLEN COVE AVE,GLEN HEAD,NY,11545,36,36059,Nassau County,21,40.8383,-73.6315,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3603,36019,36005,2021-2022,,
3.62637E+11,3626370,SEA CLIFF ELEMENTARY SCHOOL,36,280 CARPENTER AVE,SEA CLIFF,NY,11579,36,36059,Nassau County,21,40.8464,-73.6411,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3603,36013,36005,2021-2022,,
3.6264E+11,3626400,SEAFORD HARBOR SCHOOL,36,3500 BAYVIEW ST,SEAFORD,NY,11783,36,36059,Nassau County,21,40.6572,-73.5002,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3602,36014,36008,2021-2022,,
3.6264E+11,3626400,SEAFORD MIDDLE SCHOOL,36,3940 SUNSET AVE,SEAFORD,NY,11783,36,36059,Nassau County,21,40.6853,-73.4883,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3602,36014,36008,2021-2022,,
3.6264E+11,3626400,SEAFORD MANOR SCHOOL,36,1590 WASHINGTON AVE,SEAFORD,NY,11783,36,36059,Nassau County,21,40.6847,-73.4864,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3602,36014,36008,2021-2022,,
3.6264E+11,3626400,SEAFORD SENIOR HIGH SCHOOL,36,1575 SEAMANS NECK RD,SEAFORD,NY,11783,36,36059,Nassau County,21,40.6856,-73.4936,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3602,36014,36008,2021-2022,,
3.62643E+11,3626430,ELIZABETH CADY STANTON ELEMENTARY SCHOOL,36,38 GARDEN ST,SENECA FALLS,NY,13148,36,36099,Seneca County,32,42.9052,-76.7931,42900,"Seneca Falls, NY",2,464,"Rochester-Batavia-Seneca Falls, NY",N,N,3623,36131,36054,2021-2022,,
3.62643E+11,3626430,MYNDERSE ACADEMY,36,105 TROY ST,SENECA FALLS,NY,13148,36,36099,Seneca County,32,42.9219,-76.798,42900,"Seneca Falls, NY",2,464,"Rochester-Batavia-Seneca Falls, NY",N,N,3623,36131,36054,2021-2022,,
3.62643E+11,3626430,FRANK M KNIGHT ELEMENTARY SCHOOL,36,98 CLINTON ST,SENECA FALLS,NY,13148,36,36099,Seneca County,32,42.9187,-76.803,42900,"Seneca Falls, NY",2,464,"Rochester-Batavia-Seneca Falls, NY",N,N,3623,36131,36054,2021-2022,,
3.62643E+11,3626430,SENECA FALLS MIDDLE SCHOOL,36,95 TROY ST,SENECA FALLS,NY,13148,36,36099,Seneca County,32,42.920939,-76.797854,42900,"Seneca Falls, NY",2,464,"Rochester-Batavia-Seneca Falls, NY",N,N,3623,36131,36054,2021-2022,,
3.62652E+11,3626520,ELMONT MEMORIAL HIGH SCHOOL,36,555 RIDGE RD,ELMONT,NY,11003,36,36059,Nassau County,21,40.6967,-73.7184,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3605,36022,36009,2021-2022,,
3.62652E+11,3626520,FLORAL PARK MEMORIAL HIGH SCHOOL,36,210 LOCUST ST,FLORAL PARK,NY,11001,36,36059,Nassau County,21,40.71461,-73.7062,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3604,36022,36007,2021-2022,,
3.62652E+11,3626520,H FRANK CAREY HIGH SCHOOL,36,230 POPPY AVE,FRANKLIN SQUARE,NY,11010,36,36059,Nassau County,21,40.714,-73.6679,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3604,36019,36006,2021-2022,,
3.62652E+11,3626520,NEW HYDE PARK MEMORIAL HIGH SCHOOL,36,500 LEONARD BLVD,NEW HYDE PARK,NY,11040,36,36059,Nassau County,21,40.7418,-73.6763,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3604,36019,36007,2021-2022,,
3.62652E+11,3626520,SEWANHAKA HIGH SCHOOL,36,500 TULIP AVE,FLORAL PARK,NY,11001,36,36059,Nassau County,21,40.7177,-73.6899,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3604,36022,36007,2021-2022,,
3.62658E+11,3626580,SHARON SPRINGS CENTRAL SCHOOL,36,514 ST RT 20,SHARON SPRINGS,NY,13459,36,36095,Schoharie County,42,42.78844,-74.624456,10580,"Albany-Schenectady-Troy, NY",1,104,"Albany-Schenectady, NY",N,N,3619,36102,36051,2021-2022,,
3.62664E+11,3626640,SHELTER ISLAND SCHOOL,36,33 N FERRY RD,SHELTER ISLAND,NY,11964,36,36103,Suffolk County,41,41.0676,-72.3382,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3601,36001,36001,2021-2022,,
3.62667E+11,3626670,ACADIA MIDDLE SCHOOL,36,970 RT 146,CLIFTON PARK,NY,12065,36,36091,Saratoga County,21,42.866339,-73.809034,10580,"Albany-Schenectady-Troy, NY",1,104,"Albany-Schenectady, NY",N,N,3620,36112,36049,2021-2022,,
3.62667E+11,3626670,ARONGEN ELEMENTARY SCHOOL,36,489 CLIFTON PK CTR RD,CLIFTON PARK,NY,12065,36,36091,Saratoga County,21,42.858095,-73.789228,10580,"Albany-Schenectady-Troy, NY",1,104,"Albany-Schenectady, NY",N,N,3620,36112,36049,2021-2022,,
3.62667E+11,3626670,CHANGO ELEMENTARY SCHOOL,36,100 CHANGO DR,BALLSTON LAKE,NY,12019,36,36091,Saratoga County,21,42.93323,-73.811625,10580,"Albany-Schenectady-Troy, NY",1,104,"Albany-Schenectady, NY",N,N,3620,36113,36049,2021-2022,,
3.62667E+11,3626670,GOWANA MIDDLE SCHOOL,36,970 RT 146,CLIFTON PARK,NY,12065,36,36091,Saratoga County,21,42.865982,-73.807794,10580,"Albany-Schenectady-Troy, NY",1,104,"Albany-Schenectady, NY",N,N,3620,36112,36049,2021-2022,,
3.62667E+11,3626670,KARIGON ELEMENTARY SCHOOL,36,970 RT 146,CLIFTON PARK,NY,12065,36,36091,Saratoga County,21,42.866807,-73.811153,10580,"Albany-Schenectady-Troy, NY",1,104,"Albany-Schenectady, NY",N,N,3620,36112,36049,2021-2022,,
3.62667E+11,3626670,KODA MIDDLE SCHOOL,36,970 RT 146,CLIFTON PARK,NY,12065,36,36091,Saratoga County,21,42.865169,-73.808974,10580,"Albany-Schenectady-Troy, NY",1,104,"Albany-Schenectady, NY",N,N,3620,36112,36049,2021-2022,,
3.62667E+11,3626670,OKTE ELEMENTARY SCHOOL,36,1581 CRESCENT RD,CLIFTON PARK,NY,12065,36,36091,Saratoga County,21,42.817935,-73.784036,10580,"Albany-Schenectady-Troy, NY",1,104,"Albany-Schenectady, NY",N,N,3620,36112,36049,2021-2022,,
3.62667E+11,3626670,ORENDA ELEMENTARY SCHOOL,36,970 RT 146,CLIFTON PARK,NY,12065,36,36091,Saratoga County,21,42.866246,-73.811094,10580,"Albany-Schenectady-Troy, NY",1,104,"Albany-Schenectady, NY",N,N,3620,36112,36049,2021-2022,,
3.62667E+11,3626670,SHENENDEHOWA HIGH SCHOOL,36,970 RT 146,CLIFTON PARK,NY,12065,36,36091,Saratoga County,21,42.86252,-73.801427,10580,"Albany-Schenectady-Troy, NY",1,104,"Albany-Schenectady, NY",N,N,3620,36112,36049,2021-2022,,
3.62667E+11,3626670,SKANO ELEMENTARY SCHOOL,36,970 RT 146,CLIFTON PARK,NY,12065,36,36091,Saratoga County,21,42.861629,-73.8109,10580,"Albany-Schenectady-Troy, NY",1,104,"Albany-Schenectady, NY",N,N,3620,36112,36049,2021-2022,,
3.62667E+11,3626670,TESAGO ELEMENTARY SCHOOL,36,970 RT 146,CLIFTON PARK,NY,12065,36,36091,Saratoga County,21,42.861,-73.810884,10580,"Albany-Schenectady-Troy, NY",1,104,"Albany-Schenectady, NY",N,N,3620,36112,36049,2021-2022,,
3.62667E+11,3626670,SHATEKON ELEMENTARY SCHOOL,36,35 MAXWELL RD,CLIFTON PARK,NY,12065,36,36091,Saratoga County,21,42.85907,-73.78864,10580,"Albany-Schenectady-Troy, NY",1,104,"Albany-Schenectady, NY",N,N,3620,36112,36049,2021-2022,,
3.6267E+11,3626700,SHERBURNE-EARLVILLE ELEMENTARY SCHOOL,36,15 SCHOOL ST,SHERBURNE,NY,13460,36,36017,Chenango County,42,42.689882,-75.494196,N,N,0,N,N,N,N,3622,36126,36051,2021-2022,,
3.6267E+11,3626700,SHERBURNE-EARLVILLE MIDDLE SCHOOL,36,13 SCHOOL ST,SHERBURNE,NY,13460,36,36017,Chenango County,42,42.6911,-75.4967,N,N,0,N,N,N,N,3622,36126,36051,2021-2022,,
3.6267E+11,3626700,SHERBURNE-EARLVILLE SENIOR HIGH SCHOOL,36,13 SCHOOL ST,SHERBURNE,NY,13460,36,36017,Chenango County,42,42.6912,-75.4967,N,N,0,N,N,N,N,3622,36126,36051,2021-2022,,
3.62673E+11,3626730,SHERMAN HIGH SCHOOL,36,127 PARK ST,SHERMAN,NY,14781,36,36013,Chautauqua County,42,42.1614,-79.5936,27460,"Jamestown-Dunkirk-Fredonia, NY",2,N,N,N,N,3623,36150,36057,2021-2022,,
3.62673E+11,3626730,SHERMAN ELEMENTARY SCHOOL,36,127 PARK ST,SHERMAN,NY,14781,36,36013,Chautauqua County,42,42.1613,-79.594,27460,"Jamestown-Dunkirk-Fredonia, NY",2,N,N,N,N,3623,36150,36057,2021-2022,,
3.62676E+11,3626760,E A MCALLISTER ELEMENTARY SCHOOL,36,217 KINSLEY ST,SHERRILL,NY,13461,36,36065,Oneida County,32,43.0722,-75.6018,46540,"Utica-Rome, NY",1,N,N,N,N,3622,36121,36047,2021-2022,,
3.62676E+11,3626760,J D GEORGE ELEMENTARY SCHOOL,36,5647 E MAIN ST,VERONA,NY,13478,36,36065,Oneida County,32,43.1356,-75.5763,46540,"Utica-Rome, NY",1,N,N,N,N,3622,36117,36047,2021-2022,,
3.62676E+11,3626760,VERNON-VERONA-SHERRILL SENIOR HIGH SCHOOL,36,5275 STATE RT 31,VERONA,NY,13478,36,36065,Oneida County,41,43.115884,-75.568771,46540,"Utica-Rome, NY",1,N,N,N,N,3622,36117,36047,2021-2022,,
3.62676E+11,3626760,W A WETTEL ELEMENTARY SCHOOL,36,4329 PETERBORO ST,VERNON,NY,13476,36,36065,Oneida County,32,43.0721,-75.5457,46540,"Utica-Rome, NY",1,N,N,N,N,3622,36121,36047,2021-2022,,
3.62676E+11,3626760,VERNON-VERONA-SHERRILL MIDDLE SCHOOL,36,5275 STATE RT 31,VERONA,NY,13478,36,36065,Oneida County,41,43.115884,-75.568771,46540,"Utica-Rome, NY",1,N,N,N,N,3622,36117,36047,2021-2022,,
3.62684E+11,3626840,MILLER AVENUE SCHOOL,36,3 MILLER AVE,SHOREHAM,NY,11786,36,36103,Suffolk County,21,40.951027,-72.891916,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3601,36002,36001,2021-2022,,
3.62684E+11,3626840,SHOREHAM-WADING RIVER HIGH SCHOOL,36,250A RT 25A,SHOREHAM,NY,11786,36,36103,Suffolk County,41,40.942259,-72.867457,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3601,36002,36001,2021-2022,,
3.62684E+11,3626840,ALBERT G PRODELL MIDDLE SCHOOL,36,100 RANDALL RD,SHOREHAM,NY,11786,36,36103,Suffolk County,21,40.937412,-72.899362,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3601,36002,36001,2021-2022,,
3.62684E+11,3626840,WADING RIVER SCHOOL,36,1900 WADNG RVR MNR RD,WADING RIVER,NY,11792,36,36103,Suffolk County,21,40.945809,-72.841021,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3601,36002,36001,2021-2022,,
3.62685E+11,3626850,SIDNEY ELEMENTARY SCHOOL,36,15 PEARL ST E,SIDNEY,NY,13838,36,36025,Delaware County,32,42.3049,-75.3848,N,N,0,N,N,N,N,3619,36122,36051,2021-2022,,
3.62685E+11,3626850,SIDNEY HIGH SCHOOL,36,95 W MAIN ST,SIDNEY,NY,13838,36,36025,Delaware County,32,42.304,-75.3862,N,N,0,N,N,N,N,3619,36122,36051,2021-2022,,
3.62685E+11,3626850,SIDNEY MIDDLE SCHOOL,36,13 PEARL ST E,SIDNEY,NY,13838,36,36025,Delaware County,32,42.3048,-75.3862,N,N,0,N,N,N,N,3619,36122,36051,2021-2022,,
3.62688E+11,3626880,SILVER CREEK ELEMENTARY SCHOOL,36,1 DICKINSON ST,SILVER CREEK,NY,14136,36,36013,Chautauqua County,41,42.5322,-79.163,27460,"Jamestown-Dunkirk-Fredonia, NY",2,N,N,N,N,3623,36150,36057,2021-2022,,
3.62688E+11,3626880,SILVER CREEK HIGH SCHOOL,36,1 DICKINSON ST,SILVER CREEK,NY,14136,36,36013,Chautauqua County,41,42.5328,-79.1629,27460,"Jamestown-Dunkirk-Fredonia, NY",2,N,N,N,N,3623,36150,36057,2021-2022,,
3.62688E+11,3626880,SILVER CREEK MIDDLE SCHOOL,36,1 DICKINSON ST,SILVER CREEK,NY,14136,36,36013,Chautauqua County,41,42.5324,-79.1633,27460,"Jamestown-Dunkirk-Fredonia, NY",2,N,N,N,N,3623,36150,36057,2021-2022,,
3.62694E+11,3626940,SKANEATELES MIDDLE SCHOOL,36,35 EAST ST,SKANEATELES,NY,13152,36,36067,Onondaga County,31,42.9523,-76.4214,45060,"Syracuse, NY",1,532,"Syracuse-Auburn, NY",N,N,3624,36126,36050,2021-2022,,
3.62694E+11,3626940,SKANEATELES SENIOR HIGH SCHOOL,36,49 E ELIZABETH ST,SKANEATELES,NY,13152,36,36067,Onondaga County,31,42.9516,-76.4217,45060,"Syracuse, NY",1,532,"Syracuse-Auburn, NY",N,N,3624,36126,36050,2021-2022,,
3.62694E+11,3626940,STATE STREET INTERMEDIATE SCHOOL,36,72 STATE ST,SKANEATELES,NY,13152,36,36067,Onondaga County,31,42.9518,-76.4253,45060,"Syracuse, NY",1,532,"Syracuse-Auburn, NY",N,N,3624,36126,36050,2021-2022,,
3.62694E+11,3626940,WATERMAN ELEMENTARY SCHOOL,36,55 EAST ST,SKANEATELES,NY,13152,36,36067,Onondaga County,31,42.955094,-76.423323,45060,"Syracuse, NY",1,532,"Syracuse-Auburn, NY",N,N,3624,36126,36050,2021-2022,,
3.627E+11,3627000,JOHN F KENNEDY MIDDLE SCHOOL,36,305 CAYUGA CREEK RD,CHEEKTOWAGA,NY,14227,36,36029,Erie County,13,42.8762,-78.775,15380,"Buffalo-Cheektowaga, NY",1,160,"Buffalo-Cheektowaga-Olean, NY",N,N,3626,36143,36063,2021-2022,,
3.627E+11,3627000,JOHN F KENNEDY SENIOR HIGH SCHOOL,36,305 CAYUGA CREEK RD,CHEEKTOWAGA,NY,14227,36,36029,Erie County,13,42.8763,-78.7749,15380,"Buffalo-Cheektowaga, NY",1,160,"Buffalo-Cheektowaga-Olean, NY",N,N,3626,36143,36063,2021-2022,,
3.627E+11,3627000,THEODORE ROOSEVELT SCHOOL,36,2495 WILLIAM ST,CHEEKTOWAGA,NY,14206,36,36029,Erie County,13,42.8834,-78.778,15380,"Buffalo-Cheektowaga, NY",1,160,"Buffalo-Cheektowaga-Olean, NY",N,N,3626,36143,36063,2021-2022,,
3.627E+11,3627000,WOODROW WILSON ELEMENTARY SCHOOL,36,166 HALSTEAD AVE,SLOAN,NY,14212,36,36029,Erie County,21,42.8949,-78.7944,15380,"Buffalo-Cheektowaga, NY",1,160,"Buffalo-Cheektowaga-Olean, NY",N,N,3626,36143,36063,2021-2022,,
3.62706E+11,3627060,SMITHTOWN HIGH SCHOOL-WEST,36,100 CENTRAL RD,SMITHTOWN,NY,11787,36,36103,Suffolk County,21,40.863191,-73.242664,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3601,36008,36002,2021-2022,,
3.62706E+11,3627060,ACCOMPSETT ELEMENTARY SCHOOL,36,1 LINCOLN ST,SMITHTOWN,NY,11787,36,36103,Suffolk County,21,40.862836,-73.238034,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3601,36008,36002,2021-2022,,
3.62706E+11,3627060,DOGWOOD ELEMENTARY SCHOOL,36,50 DOGWOOD DR,SMITHTOWN,NY,11787,36,36103,Suffolk County,21,40.858275,-73.176896,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3601,36008,36002,2021-2022,,
3.62706E+11,3627060,MOUNT PLEASANT ELEMENTARY SCHOOL,36,33 PLAISTED AVE,SMITHTOWN,NY,11787,36,36103,Suffolk County,21,40.837528,-73.188656,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3601,36008,36002,2021-2022,,
3.62706E+11,3627060,SMITHTOWN ELEMENTARY SCHOOL,36,51 LAWRENCE AVE,SMITHTOWN,NY,11787,36,36103,Suffolk County,21,40.85317,-73.192677,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3601,36008,36002,2021-2022,,
3.62706E+11,3627060,SAINT JAMES ELEMENTARY SCHOOL,36,580 LAKE AVE,SAINT JAMES,NY,11780,36,36103,Suffolk County,21,40.884332,-73.158933,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3601,36008,36002,2021-2022,,
3.62706E+11,3627060,TACKAN ELEMENTARY SCHOOL,36,99 MIDWOOD AVE,NESCONSET,NY,11767,36,36103,Suffolk County,21,40.840635,-73.14281,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3601,36008,36002,2021-2022,,
3.62706E+11,3627060,GREAT HOLLOW MIDDLE SCHOOL,36,150 SOUTHERN BLVD,NESCONSET,NY,11767,36,36103,Suffolk County,21,40.843869,-73.161019,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3601,36008,36002,2021-2022,,
3.62706E+11,3627060,MILLS POND ELEMENTARY SCHOOL,36,246 MORICHES RD,ST JAMES,NY,11780,36,36103,Suffolk County,21,40.876074,-73.140363,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3601,36008,36002,2021-2022,,
3.62706E+11,3627060,NESAQUAKE MIDDLE SCHOOL,36,479 EDGEWOOD AVE,SAINT JAMES,NY,11780,36,36103,Suffolk County,21,40.873104,-73.178508,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3601,36008,36002,2021-2022,,
3.62706E+11,3627060,SMITHTOWN HIGH SCHOOL EAST,36,10 SCHOOL ST,SAINT JAMES,NY,11780,36,36103,Suffolk County,21,40.87098,-73.165736,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3601,36008,36002,2021-2022,,
3.62706E+11,3627060,ACCOMPSETT MIDDLE SCHOOL,36,660 MEADOW RD,SMITHTOWN,NY,11787,36,36103,Suffolk County,21,40.863797,-73.239562,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3601,36008,36002,2021-2022,,
